make,model,year,expected_min_um,expected_max_um,expected_avg_um,expected_avg_mils,oem_range_mils
Hyundai,Elantra,2025,66.0,96.0,81.0,3.19,2.6-3.8
Hyundai,Elantra,2026,65.6,95.6,80.6,3.17,2.6-3.8
Hyundai,Sonata,2015,85.0,100.0,92.5,3.64,3.3-3.9
Hyundai,Sonata,2016,84.6,99.6,92.1,3.63,3.3-3.9
Hyundai,Sonata,2017,84.2,99.2,91.7,3.61,3.3-3.9
Hyundai,Sonata,2018,83.8,98.8,91.3,3.59,3.3-3.9
Hyundai,Sonata,2019,83.4,98.4,90.9,3.58,3.3-3.9
Hyundai,Sonata,2020,83.0,98.0,90.5,3.56,3.3-3.9
Hyundai,Sonata,2021,82.6,97.6,90.1,3.55,3.3-3.8
Hyundai,Sonata,2022,82.2,97.2,89.7,3.53,3.2-3.8
Hyundai,Sonata,2023,81.8,96.8,89.3,3.52,3.2-3.8
Hyundai,Sonata,2024,81.4,96.4,88.9,3.5,3.2-3.8
Hyundai,Sonata,2025,81.0,96.0,88.5,3.48,3.2-3.8
Hyundai,Sonata,2026,80.6,95.6,88.1,3.47,3.2-3.8
Hyundai,Tucson,2015,90.0,130.0,110.0,4.33,3.5-5.1
Hyundai,Tucson,2016,89.6,129.6,109.6,4.31,3.5-5.1
Hyundai,Tucson,2017,89.2,129.2,109.2,4.3,3.5-5.1
Hyundai,Tucson,2018,88.8,128.8,108.8,4.28,3.5-5.1
Hyundai,Tucson,2019,88.4,128.4,108.4,4.27,3.5-5.1
Hyundai,Tucson,2020,88.0,128.0,108.0,4.25,3.5-5.0
Hyundai,Tucson,2021,87.6,127.6,107.6,4.24,3.4-5.0
Hyundai,Tucson,2022,87.2,127.2,107.2,4.22,3.4-5.0
Hyundai,Tucson,2023,86.8,126.8,106.8,4.2,3.4-5.0
Hyundai,Tucson,2024,86.4,126.4,106.4,4.19,3.4-5.0
Hyundai,Tucson,2025,86.0,126.0,106.0,4.17,3.4-5.0
Hyundai,Tucson,2026,85.6,125.6,105.6,4.16,3.4-4.9
Hyundai,Santa Fe,2015,70.0,100.0,85.0,3.35,2.8-3.9
Hyundai,Santa Fe,2016,69.6,99.6,84.6,3.33,2.7-3.9
Hyundai,Santa Fe,2017,69.2,99.2,84.2,3.31,2.7-3.9
Hyundai,Santa Fe,2018,68.8,98.8,83.8,3.3,2.7-3.9
Hyundai,Santa Fe,2019,68.4,98.4,83.4,3.28,2.7-3.9
Hyundai,Santa Fe,2020,68.0,98.0,83.0,3.27,2.7-3.9
Hyundai,Santa Fe,2021,67.6,97.6,82.6,3.25,2.7-3.8
Hyundai,Santa Fe,2022,67.2,97.2,82.2,3.24,2.6-3.8
Hyundai,Santa Fe,2023,66.8,96.8,81.8,3.22,2.6-3.8
Hyundai,Santa Fe,2024,66.4,96.4,81.4,3.2,2.6-3.8
Hyundai,Santa Fe,2025,66.0,96.0,81.0,3.19,2.6-3.8
Hyundai,Santa Fe,2026,65.6,95.6,80.6,3.17,2.6-3.8
Hyundai,Kona,2015,90.0,115.0,102.5,4.04,3.5-4.5
Hyundai,Kona,2016,89.6,114.6,102.1,4.02,3.5-4.5
Hyundai,Kona,2017,89.2,114.2,101.7,4.0,3.5-4.5
Hyundai,Kona,2018,88.8,113.8,101.3,3.99,3.5-4.5
Hyundai,Kona,2019,88.4,113.4,100.9,3.97,3.5-4.5
Hyundai,Kona,2020,88.0,113.0,100.5,3.96,3.5-4.4
Hyundai,Kona,2021,87.6,112.6,100.1,3.94,3.4-4.4
Hyundai,Kona,2022,87.2,112.2,99.7,3.93,3.4-4.4
Hyundai,Kona,2023,86.8,111.8,99.3,3.91,3.4-4.4
Hyundai,Kona,2024,86.4,111.4,98.9,3.89,3.4-4.4
Hyundai,Kona,2025,86.0,111.0,98.5,3.88,3.4-4.4
Hyundai,Kona,2026,85.6,110.6,98.1,3.86,3.4-4.4
Kia,Rio,2015,100.0,110.0,105.0,4.13,3.9-4.3
Kia,Rio,2016,99.6,109.6,104.6,4.12,3.9-4.3
Kia,Rio,2017,99.2,109.2,104.2,4.1,3.9-4.3
Kia,Rio,2018,98.8,108.8,103.8,4.09,3.9-4.3
Kia,Rio,2019,98.4,108.4,103.4,4.07,3.9-4.3
Kia,Rio,2020,98.0,108.0,103.0,4.06,3.9-4.3
Kia,Rio,2021,97.6,107.6,102.6,4.04,3.8-4.2
Kia,Rio,2022,97.2,107.2,102.2,4.02,3.8-4.2
Kia,Rio,2023,96.8,106.8,101.8,4.01,3.8-4.2
Kia,Rio,2024,96.4,106.4,101.4,3.99,3.8-4.2
Kia,Rio,2025,96.0,106.0,101.0,3.98,3.8-4.2
Kia,Rio,2026,95.6,105.6,100.6,3.96,3.8-4.2
Kia,Optima/K5,2015,120.0,125.0,122.5,4.82,4.7-4.9
Kia,Optima/K5,2016,119.6,124.6,122.1,4.81,4.7-4.9
Kia,Optima/K5,2017,119.2,124.2,121.7,4.79,4.7-4.9
Kia,Optima/K5,2018,118.8,123.8,121.3,4.78,4.7-4.9
Kia,Optima/K5,2019,118.4,123.4,120.9,4.76,4.7-4.9
Kia,Optima/K5,2020,118.0,123.0,120.5,4.74,4.6-4.8
Kia,Optima/K5,2021,117.6,122.6,120.1,4.73,4.6-4.8
Kia,Optima/K5,2022,117.2,122.2,119.7,4.71,4.6-4.8
Kia,Optima/K5,2023,116.8,121.8,119.3,4.7,4.6-4.8
Kia,Optima/K5,2024,116.4,121.4,118.9,4.68,4.6-4.8
Kia,Optima/K5,2025,116.0,121.0,118.5,4.67,4.6-4.8
Kia,Optima/K5,2026,115.6,120.6,118.1,4.65,4.6-4.7
Kia,Sportage,2015,110.0,120.0,115.0,4.53,4.3-4.7
Kia,Sportage,2016,109.6,119.6,114.6,4.51,4.3-4.7
Kia,Sportage,2017,109.2,119.2,114.2,4.5,4.3-4.7
Kia,Sportage,2018,108.8,118.8,113.8,4.48,4.3-4.7
Kia,Sportage,2019,108.4,118.4,113.4,4.46,4.3-4.7
Kia,Sportage,2020,108.0,118.0,113.0,4.45,4.3-4.6
Kia,Sportage,2021,107.6,117.6,112.6,4.43,4.2-4.6
Kia,Sportage,2022,107.2,117.2,112.2,4.42,4.2-4.6
Kia,Sportage,2023,106.8,116.8,111.8,4.4,4.2-4.6
Kia,Sportage,2024,106.4,116.4,111.4,4.39,4.2-4.6
Kia,Sportage,2025,106.0,116.0,111.0,4.37,4.2-4.6
Kia,Sportage,2026,105.6,115.6,110.6,4.35,4.2-4.6
Kia,Sorento,2015,100.0,105.0,102.5,4.04,3.9-4.1
Kia,Sorento,2016,99.6,104.6,102.1,4.02,3.9-4.1
Kia,Sorento,2017,99.2,104.2,101.7,4.0,3.9-4.1
Kia,Sorento,2018,98.8,103.8,101.3,3.99,3.9-4.1
Kia,Sorento,2019,98.4,103.4,100.9,3.97,3.9-4.1
Kia,Sorento,2020,98.0,103.0,100.5,3.96,3.9-4.1
Kia,Sorento,2021,97.6,102.6,100.1,3.94,3.8-4.0
Kia,Sorento,2022,97.2,102.2,99.7,3.93,3.8-4.0
Kia,Sorento,2023,96.8,101.8,99.3,3.91,3.8-4.0
Kia,Sorento,2024,96.4,101.4,98.9,3.89,3.8-4.0
Kia,Sorento,2025,96.0,101.0,98.5,3.88,3.8-4.0
Kia,Sorento,2026,95.6,100.6,98.1,3.86,3.8-4.0
Kia,Soul,2015,100.0,110.0,105.0,4.13,3.9-4.3
Kia,Soul,2016,99.6,109.6,104.6,4.12,3.9-4.3
Kia,Soul,2017,99.2,109.2,104.2,4.1,3.9-4.3
Kia,Soul,2018,98.8,108.8,103.8,4.09,3.9-4.3
Kia,Soul,2019,98.4,108.4,103.4,4.07,3.9-4.3
Kia,Soul,2020,98.0,108.0,103.0,4.06,3.9-4.3
Kia,Soul,2021,97.6,107.6,102.6,4.04,3.8-4.2
Kia,Soul,2022,97.2,107.2,102.2,4.02,3.8-4.2
Kia,Soul,2023,96.8,106.8,101.8,4.01,3.8-4.2
Kia,Soul,2024,96.4,106.4,101.4,3.99,3.8-4.2
Kia,Soul,2025,96.0,106.0,101.0,3.98,3.8-4.2
Kia,Soul,2026,95.6,105.6,100.6,3.96,3.8-4.2
Mazda,Mazda3,2015,70.0,95.0,82.5,3.25,2.8-3.7
Mazda,Mazda3,2016,69.6,94.6,82.1,3.23,2.7-3.7
Mazda,Mazda3,2017,69.2,94.2,81.7,3.22,2.7-3.7
Mazda,Mazda3,2018,68.8,93.8,81.3,3.2,2.7-3.7
Mazda,Mazda3,2019,68.4,93.4,80.9,3.19,2.7-3.7
Mazda,Mazda3,2020,68.0,93.0,80.5,3.17,2.7-3.7
Mazda,Mazda3,2021,67.6,92.6,80.1,3.15,2.7-3.6
Mazda,Mazda3,2022,67.2,92.2,79.7,3.14,2.6-3.6
Mazda,Mazda3,2023,66.8,91.8,79.3,3.12,2.6-3.6
Mazda,Mazda3,2024,66.4,91.4,78.9,3.11,2.6-3.6
Mazda,Mazda3,2025,66.0,91.0,78.5,3.09,2.6-3.6
Mazda,Mazda3,2026,65.6,90.6,78.1,3.07,2.6-3.6
Mazda,Mazda6,2015,75.0,95.0,85.0,3.35,3.0-3.7
Mazda,Mazda6,2016,74.6,94.6,84.6,3.33,2.9-3.7
Mazda,Mazda6,2017,74.2,94.2,84.2,3.31,2.9-3.7
Mazda,Mazda6,2018,73.8,93.8,83.8,3.3,2.9-3.7
Mazda,Mazda6,2019,73.4,93.4,83.4,3.28,2.9-3.7
Mazda,Mazda6,2020,73.0,93.0,83.0,3.27,2.9-3.7
Mazda,Mazda6,2021,72.6,92.6,82.6,3.25,2.9-3.6
Mazda,Mazda6,2022,72.2,92.2,82.2,3.24,2.8-3.6
Mazda,Mazda6,2023,71.8,91.8,81.8,3.22,2.8-3.6
Mazda,Mazda6,2024,71.4,91.4,81.4,3.2,2.8-3.6
Mazda,Mazda6,2025,71.0,91.0,81.0,3.19,2.8-3.6
Mazda,Mazda6,2026,70.6,90.6,80.6,3.17,2.8-3.6
Mazda,CX-5,2015,85.0,120.0,102.5,4.04,3.3-4.7
Mazda,CX-5,2016,84.6,119.6,102.1,4.02,3.3-4.7
Mazda,CX-5,2017,84.2,119.2,101.7,4.0,3.3-4.7
Mazda,CX-5,2018,83.8,118.8,101.3,3.99,3.3-4.7
Mazda,CX-5,2019,83.4,118.4,100.9,3.97,3.3-4.7
Mazda,CX-5,2020,83.0,118.0,100.5,3.96,3.3-4.6
Mazda,CX-5,2021,82.6,117.6,100.1,3.94,3.3-4.6
Mazda,CX-5,2022,82.2,117.2,99.7,3.93,3.2-4.6
Mazda,CX-5,2023,81.8,116.8,99.3,3.91,3.2-4.6
Mazda,CX-5,2024,81.4,116.4,98.9,3.89,3.2-4.6
Mazda,CX-5,2025,81.0,116.0,98.5,3.88,3.2-4.6
Mazda,CX-5,2026,80.6,115.6,98.1,3.86,3.2-4.6
Mazda,CX-9,2015,80.0,100.0,90.0,3.54,3.1-3.9
Mazda,CX-9,2016,79.6,99.6,89.6,3.53,3.1-3.9
Mazda,CX-9,2017,79.2,99.2,89.2,3.51,3.1-3.9
Mazda,CX-9,2018,78.8,98.8,88.8,3.5,3.1-3.9
Mazda,CX-9,2019,78.4,98.4,88.4,3.48,3.1-3.9
Mazda,CX-9,2020,78.0,98.0,88.0,3.46,3.1-3.9
Mazda,CX-9,2021,77.6,97.6,87.6,3.45,3.1-3.8
Mazda,CX-9,2022,77.2,97.2,87.2,3.43,3.0-3.8
Mazda,CX-9,2023,76.8,96.8,86.8,3.42,3.0-3.8
Mazda,CX-9,2024,76.4,96.4,86.4,3.4,3.0-3.8
Mazda,CX-9,2025,76.0,96.0,86.0,3.39,3.0-3.8
Mazda,CX-9,2026,75.6,95.6,85.6,3.37,3.0-3.8
Subaru,Forester,2015,110.0,115.0,112.5,4.43,4.3-4.5
Subaru,Forester,2016,109.6,114.6,112.1,4.41,4.3-4.5
Subaru,Forester,2017,109.2,114.2,111.7,4.4,4.3-4.5
Subaru,Forester,2018,108.8,113.8,111.3,4.38,4.3-4.5
Subaru,Forester,2019,108.4,113.4,110.9,4.37,4.3-4.5
Subaru,Forester,2020,108.0,113.0,110.5,4.35,4.3-4.4
Subaru,Forester,2021,107.6,112.6,110.1,4.33,4.2-4.4
Subaru,Forester,2022,107.2,112.2,109.7,4.32,4.2-4.4
Subaru,Forester,2023,106.8,111.8,109.3,4.3,4.2-4.4
Subaru,Forester,2024,106.4,111.4,108.9,4.29,4.2-4.4
Subaru,Forester,2025,106.0,111.0,108.5,4.27,4.2-4.4
Subaru,Forester,2026,105.6,110.6,108.1,4.26,4.2-4.4
Subaru,Outback,2015,125.0,140.0,132.5,5.22,4.9-5.5
Subaru,Outback,2016,124.6,139.6,132.1,5.2,4.9-5.5
Subaru,Outback,2017,124.2,139.2,131.7,5.19,4.9-5.5
Subaru,Outback,2018,123.8,138.8,131.3,5.17,4.9-5.5
Subaru,Outback,2019,123.4,138.4,130.9,5.15,4.9-5.4
Subaru,Outback,2020,123.0,138.0,130.5,5.14,4.8-5.4
Subaru,Outback,2021,122.6,137.6,130.1,5.12,4.8-5.4
Subaru,Outback,2022,122.2,137.2,129.7,5.11,4.8-5.4
Subaru,Outback,2023,121.8,136.8,129.3,5.09,4.8-5.4
Subaru,Outback,2024,121.4,136.4,128.9,5.07,4.8-5.4
Subaru,Outback,2025,121.0,136.0,128.5,5.06,4.8-5.4
Subaru,Outback,2026,120.6,135.6,128.1,5.04,4.7-5.3
Subaru,Impreza,2015,125.0,140.0,132.5,5.22,4.9-5.5
Subaru,Impreza,2016,124.6,139.6,132.1,5.2,4.9-5.5
Subaru,Impreza,2017,124.2,139.2,131.7,5.19,4.9-5.5
Subaru,Impreza,2018,123.8,138.8,131.3,5.17,4.9-5.5
Subaru,Impreza,2019,123.4,138.4,130.9,5.15,4.9-5.4
Subaru,Impreza,2020,123.0,138.0,130.5,5.14,4.8-5.4
Subaru,Impreza,2021,122.6,137.6,130.1,5.12,4.8-5.4
Subaru,Impreza,2022,122.2,137.2,129.7,5.11,4.8-5.4
Subaru,Impreza,2023,121.8,136.8,129.3,5.09,4.8-5.4
Subaru,Impreza,2024,121.4,136.4,128.9,5.07,4.8-5.4
Subaru,Impreza,2025,121.0,136.0,128.5,5.06,4.8-5.4
Subaru,Impreza,2026,120.6,135.6,128.1,5.04,4.7-5.3
Subaru,Legacy,2015,110.0,115.0,112.5,4.43,4.3-4.5
Subaru,Legacy,2016,109.6,114.6,112.1,4.41,4.3-4.5
Subaru,Legacy,2017,109.2,114.2,111.7,4.4,4.3-4.5
Subaru,Legacy,2018,108.8,113.8,111.3,4.38,4.3-4.5
Subaru,Legacy,2019,108.4,113.4,110.9,4.37,4.3-4.5
Subaru,Legacy,2020,108.0,113.0,110.5,4.35,4.3-4.4
Subaru,Legacy,2021,107.6,112.6,110.1,4.33,4.2-4.4
Subaru,Legacy,2022,107.2,112.2,109.7,4.32,4.2-4.4
Subaru,Legacy,2023,106.8,111.8,109.3,4.3,4.2-4.4
Subaru,Legacy,2024,106.4,111.4,108.9,4.29,4.2-4.4
Subaru,Legacy,2025,106.0,111.0,108.5,4.27,4.2-4.4
Subaru,Legacy,2026,105.6,110.6,108.1,4.26,4.2-4.4
Subaru,Crosstrek,2015,105.0,125.0,115.0,4.53,4.1-4.9
Subaru,Crosstrek,2016,104.6,124.6,114.6,4.51,4.1-4.9
Subaru,Crosstrek,2017,104.2,124.2,114.2,4.5,4.1-4.9
Subaru,Crosstrek,2018,103.8,123.8,113.8,4.48,4.1-4.9
Subaru,Crosstrek,2019,103.4,123.4,113.4,4.46,4.1-4.9
Subaru,Crosstrek,2020,103.0,123.0,113.0,4.45,4.1-4.8
Subaru,Crosstrek,2021,102.6,122.6,112.6,4.43,4.0-4.8
Subaru,Crosstrek,2022,102.2,122.2,112.2,4.42,4.0-4.8
Subaru,Crosstrek,2023,101.8,121.8,111.8,4.4,4.0-4.8
Subaru,Crosstrek,2024,101.4,121.4,111.4,4.39,4.0-4.8
Subaru,Crosstrek,2025,101.0,121.0,111.0,4.37,4.0-4.8
Subaru,Crosstrek,2026,100.6,120.6,110.6,4.35,4.0-4.7
Volkswagen,Golf,2015,80.0,105.0,92.5,3.64,3.1-4.1
Volkswagen,Golf,2016,79.6,104.6,92.1,3.63,3.1-4.1
Volkswagen,Golf,2017,79.2,104.2,91.7,3.61,3.1-4.1
Volkswagen,Golf,2018,78.8,103.8,91.3,3.59,3.1-4.1
Volkswagen,Golf,2019,78.4,103.4,90.9,3.58,3.1-4.1
Volkswagen,Golf,2020,78.0,103.0,90.5,3.56,3.1-4.1
Volkswagen,Golf,2021,77.6,102.6,90.1,3.55,3.1-4.0
Volkswagen,Golf,2022,77.2,102.2,89.7,3.53,3.0-4.0
Volkswagen,Golf,2023,76.8,101.8,89.3,3.52,3.0-4.0
Volkswagen,Golf,2024,76.4,101.4,88.9,3.5,3.0-4.0
Volkswagen,Golf,2025,76.0,101.0,88.5,3.48,3.0-4.0
Volkswagen,Golf,2026,75.6,100.6,88.1,3.47,3.0-4.0
Volkswagen,Jetta,2015,80.0,105.0,92.5,3.64,3.1-4.1
Volkswagen,Jetta,2016,79.6,104.6,92.1,3.63,3.1-4.1
Volkswagen,Jetta,2017,79.2,104.2,91.7,3.61,3.1-4.1
Volkswagen,Jetta,2018,78.8,103.8,91.3,3.59,3.1-4.1
Volkswagen,Jetta,2019,78.4,103.4,90.9,3.58,3.1-4.1
Volkswagen,Jetta,2020,78.0,103.0,90.5,3.56,3.1-4.1
Volkswagen,Jetta,2021,77.6,102.6,90.1,3.55,3.1-4.0
Volkswagen,Jetta,2022,77.2,102.2,89.7,3.53,3.0-4.0
Volkswagen,Jetta,2023,76.8,101.8,89.3,3.52,3.0-4.0
Volkswagen,Jetta,2024,76.4,101.4,88.9,3.5,3.0-4.0
Volkswagen,Jetta,2025,76.0,101.0,88.5,3.48,3.0-4.0
Volkswagen,Jetta,2026,75.6,100.6,88.1,3.47,3.0-4.0
Volkswagen,Passat,2015,120.0,140.0,130.0,5.12,4.7-5.5
Volkswagen,Passat,2016,119.6,139.6,129.6,5.1,4.7-5.5
Volkswagen,Passat,2017,119.2,139.2,129.2,5.09,4.7-5.5
Volkswagen,Passat,2018,118.8,138.8,128.8,5.07,4.7-5.5
Volkswagen,Passat,2019,118.4,138.4,128.4,5.06,4.7-5.4
Volkswagen,Passat,2020,118.0,138.0,128.0,5.04,4.6-5.4
Volkswagen,Passat,2021,117.6,137.6,127.6,5.02,4.6-5.4
Volkswagen,Passat,2022,117.2,137.2,127.2,5.01,4.6-5.4
Volkswagen,Passat,2023,116.8,136.8,126.8,4.99,4.6-5.4
Volkswagen,Passat,2024,116.4,136.4,126.4,4.98,4.6-5.4
Volkswagen,Passat,2025,116.0,136.0,126.0,4.96,4.6-5.4
Volkswagen,Passat,2026,115.6,135.6,125.6,4.94,4.6-5.3
Volkswagen,Tiguan,2015,70.0,90.0,80.0,3.15,2.8-3.5
Volkswagen,Tiguan,2016,69.6,89.6,79.6,3.13,2.7-3.5
Volkswagen,Tiguan,2017,69.2,89.2,79.2,3.12,2.7-3.5
Volkswagen,Tiguan,2018,68.8,88.8,78.8,3.1,2.7-3.5
Volkswagen,Tiguan,2019,68.4,88.4,78.4,3.09,2.7-3.5
Volkswagen,Tiguan,2020,68.0,88.0,78.0,3.07,2.7-3.5
Volkswagen,Tiguan,2021,67.6,87.6,77.6,3.06,2.7-3.4
Volkswagen,Tiguan,2022,67.2,87.2,77.2,3.04,2.6-3.4
Volkswagen,Tiguan,2023,66.8,86.8,76.8,3.02,2.6-3.4
Volkswagen,Tiguan,2024,66.4,86.4,76.4,3.01,2.6-3.4
Volkswagen,Tiguan,2025,66.0,86.0,76.0,2.99,2.6-3.4
Volkswagen,Tiguan,2026,65.6,85.6,75.6,2.98,2.6-3.4
Volkswagen,Atlas,2015,100.0,125.0,112.5,4.43,3.9-4.9
Volkswagen,Atlas,2016,99.6,124.6,112.1,4.41,3.9-4.9
Volkswagen,Atlas,2017,99.2,124.2,111.7,4.4,3.9-4.9
Volkswagen,Atlas,2018,98.8,123.8,111.3,4.38,3.9-4.9
Volkswagen,Atlas,2019,98.4,123.4,110.9,4.37,3.9-4.9
Volkswagen,Atlas,2020,98.0,123.0,110.5,4.35,3.9-4.8
Volkswagen,Atlas,2021,97.6,122.6,110.1,4.33,3.8-4.8
Volkswagen,Atlas,2022,97.2,122.2,109.7,4.32,3.8-4.8
Volkswagen,Atlas,2023,96.8,121.8,109.3,4.3,3.8-4.8
Volkswagen,Atlas,2024,96.4,121.4,108.9,4.29,3.8-4.8
Volkswagen,Atlas,2025,96.0,121.0,108.5,4.27,3.8-4.8
Volkswagen,Atlas,2026,95.6,120.6,108.1,4.26,3.8-4.7
Audi,A3,2015,100.0,120.0,110.0,4.33,3.9-4.7
Audi,A3,2016,99.6,119.6,109.6,4.31,3.9-4.7
Audi,A3,2017,99.2,119.2,109.2,4.3,3.9-4.7
Audi,A3,2018,98.8,118.8,108.8,4.28,3.9-4.7
Audi,A3,2019,98.4,118.4,108.4,4.27,3.9-4.7
Audi,A3,2020,98.0,118.0,108.0,4.25,3.9-4.6
Audi,A3,2021,97.6,117.6,107.6,4.24,3.8-4.6
Audi,A3,2022,97.2,117.2,107.2,4.22,3.8-4.6
Audi,A3,2023,96.8,116.8,106.8,4.2,3.8-4.6
Audi,A3,2024,96.4,116.4,106.4,4.19,3.8-4.6
Audi,A3,2025,96.0,116.0,106.0,4.17,3.8-4.6
Audi,A3,2026,95.6,115.6,105.6,4.16,3.8-4.6
Audi,A4,2015,100.0,130.0,115.0,4.53,3.9-5.1
Audi,A4,2016,99.6,129.6,114.6,4.51,3.9-5.1
Audi,A4,2017,99.2,129.2,114.2,4.5,3.9-5.1
Audi,A4,2018,98.8,128.8,113.8,4.48,3.9-5.1
Audi,A4,2019,98.4,128.4,113.4,4.46,3.9-5.1
Audi,A4,2020,98.0,128.0,113.0,4.45,3.9-5.0
Audi,A4,2021,97.6,127.6,112.6,4.43,3.8-5.0
Audi,A4,2022,97.2,127.2,112.2,4.42,3.8-5.0
Audi,A4,2023,96.8,126.8,111.8,4.4,3.8-5.0
Audi,A4,2024,96.4,126.4,111.4,4.39,3.8-5.0
Audi,A4,2025,96.0,126.0,111.0,4.37,3.8-5.0
Audi,A4,2026,95.6,125.6,110.6,4.35,3.8-4.9
Audi,A6,2015,95.0,110.0,102.5,4.04,3.7-4.3
Audi,A6,2016,94.6,109.6,102.1,4.02,3.7-4.3
Audi,A6,2017,94.2,109.2,101.7,4.0,3.7-4.3
Audi,A6,2018,93.8,108.8,101.3,3.99,3.7-4.3
Audi,A6,2019,93.4,108.4,100.9,3.97,3.7-4.3
Audi,A6,2020,93.0,108.0,100.5,3.96,3.7-4.3
Audi,A6,2021,92.6,107.6,100.1,3.94,3.6-4.2
Audi,A6,2022,92.2,107.2,99.7,3.93,3.6-4.2
Audi,A6,2023,91.8,106.8,99.3,3.91,3.6-4.2
Audi,A6,2024,91.4,106.4,98.9,3.89,3.6-4.2
Audi,A6,2025,91.0,106.0,98.5,3.88,3.6-4.2
Audi,A6,2026,90.6,105.6,98.1,3.86,3.6-4.2
Audi,Q5,2015,114.0,147.0,130.5,5.14,4.5-5.8
Audi,Q5,2016,113.6,146.6,130.1,5.12,4.5-5.8
Audi,Q5,2017,113.2,146.2,129.7,5.11,4.5-5.8
Audi,Q5,2018,112.8,145.8,129.3,5.09,4.4-5.7
Audi,Q5,2019,112.4,145.4,128.9,5.07,4.4-5.7
Audi,Q5,2020,112.0,145.0,128.5,5.06,4.4-5.7
Audi,Q5,2021,111.6,144.6,128.1,5.04,4.4-5.7
Audi,Q5,2022,111.2,144.2,127.7,5.03,4.4-5.7
Audi,Q5,2023,110.8,143.8,127.3,5.01,4.4-5.7
Audi,Q5,2024,110.4,143.4,126.9,5.0,4.3-5.6
Audi,Q5,2025,110.0,143.0,126.5,4.98,4.3-5.6
Audi,Q5,2026,109.6,142.6,126.1,4.96,4.3-5.6
Audi,Q7,2015,114.0,147.0,130.5,5.14,4.5-5.8
Audi,Q7,2016,113.6,146.6,130.1,5.12,4.5-5.8
Audi,Q7,2017,113.2,146.2,129.7,5.11,4.5-5.8
Audi,Q7,2018,112.8,145.8,129.3,5.09,4.4-5.7
Audi,Q7,2019,112.4,145.4,128.9,5.07,4.4-5.7
Audi,Q7,2020,112.0,145.0,128.5,5.06,4.4-5.7
Audi,Q7,2021,111.6,144.6,128.1,5.04,4.4-5.7
Audi,Q7,2022,111.2,144.2,127.7,5.03,4.4-5.7
Audi,Q7,2023,110.8,143.8,127.3,5.01,4.4-5.7
Audi,Q7,2024,110.4,143.4,126.9,5.0,4.3-5.6
Audi,Q7,2025,110.0,143.0,126.5,4.98,4.3-5.6
Audi,Q7,2026,109.6,142.6,126.1,4.96,4.3-5.6
BMW,3 Series,2015,100.0,130.0,115.0,4.53,3.9-5.1
BMW,3 Series,2016,99.6,129.6,114.6,4.51,3.9-5.1
BMW,3 Series,2017,99.2,129.2,114.2,4.5,3.9-5.1
BMW,3 Series,2018,98.8,128.8,113.8,4.48,3.9-5.1
BMW,3 Series,2019,98.4,128.4,113.4,4.46,3.9-5.1
BMW,3 Series,2020,98.0,128.0,113.0,4.45,3.9-5.0
BMW,3 Series,2021,97.6,127.6,112.6,4.43,3.8-5.0
BMW,3 Series,2022,97.2,127.2,112.2,4.42,3.8-5.0
BMW,3 Series,2023,96.8,126.8,111.8,4.4,3.8-5.0
BMW,3 Series,2024,96.4,126.4,111.4,4.39,3.8-5.0
BMW,3 Series,2025,96.0,126.0,111.0,4.37,3.8-5.0
BMW,3 Series,2026,95.6,125.6,110.6,4.35,3.8-4.9
BMW,5 Series,2015,130.0,165.0,147.5,5.81,5.1-6.5
BMW,5 Series,2016,129.6,164.6,147.1,5.79,5.1-6.5
BMW,5 Series,2017,129.2,164.2,146.7,5.78,5.1-6.5
BMW,5 Series,2018,128.8,163.8,146.3,5.76,5.1-6.4
BMW,5 Series,2019,128.4,163.4,145.9,5.74,5.1-6.4
BMW,5 Series,2020,128.0,163.0,145.5,5.73,5.0-6.4
BMW,5 Series,2021,127.6,162.6,145.1,5.71,5.0-6.4
BMW,5 Series,2022,127.2,162.2,144.7,5.7,5.0-6.4
BMW,5 Series,2023,126.8,161.8,144.3,5.68,5.0-6.4
BMW,5 Series,2024,126.4,161.4,143.9,5.67,5.0-6.4
BMW,5 Series,2025,126.0,161.0,143.5,5.65,5.0-6.3
BMW,5 Series,2026,125.6,160.6,143.1,5.63,4.9-6.3
BMW,X3,2015,89.0,100.0,94.5,3.72,3.5-3.9
BMW,X3,2016,88.6,99.6,94.1,3.7,3.5-3.9
BMW,X3,2017,88.2,99.2,93.7,3.69,3.5-3.9
BMW,X3,2018,87.8,98.8,93.3,3.67,3.5-3.9
BMW,X3,2019,87.4,98.4,92.9,3.66,3.4-3.9
BMW,X3,2020,87.0,98.0,92.5,3.64,3.4-3.9
BMW,X3,2021,86.6,97.6,92.1,3.63,3.4-3.8
BMW,X3,2022,86.2,97.2,91.7,3.61,3.4-3.8
BMW,X3,2023,85.8,96.8,91.3,3.59,3.4-3.8
BMW,X3,2024,85.4,96.4,90.9,3.58,3.4-3.8
BMW,X3,2025,85.0,96.0,90.5,3.56,3.3-3.8
BMW,X3,2026,84.6,95.6,90.1,3.55,3.3-3.8
BMW,X5,2015,120.0,165.0,142.5,5.61,4.7-6.5
BMW,X5,2016,119.6,164.6,142.1,5.59,4.7-6.5
BMW,X5,2017,119.2,164.2,141.7,5.58,4.7-6.5
BMW,X5,2018,118.8,163.8,141.3,5.56,4.7-6.4
BMW,X5,2019,118.4,163.4,140.9,5.55,4.7-6.4
